word	US/GenAM    UK/RP
lumberjack	/ˈlʌm.bɚ.dʒæk/	/ˈlʌm.bə.dʒæk/
lumen	/ˈlumən/	/ˈluːmən/
luminary	/ˈluməˌnɛɹi/	/ˈluːmɪn(ə)ɹi/
Luo	/ˈlu.oʊ/	/ˈluː.əʊ/
lurid	/ˈlʊɹɪd/	/ˈl(j)ʊə.ɹɪd/
lurker	/ˈlɝ.kɚ/	/ˈlɜː.kə/
lusterless	/ˈlʌstɚləs/	/ˈlʌstələs/
lustrum	/ˈlʌstɹəm/	/ˈlʌstɹəm/
lute	/luːt/	/l(j)uːt/
Lutheran	/ˈluθəɹən/	/ˈluːθəɹ(ə)n/
Lydian	/ˈlɪdi.ən/	/ˈlɪdɪən/
lying	/ˈlaɪ.ɪŋ/	/ˈlaɪ.ɪŋ/
lysergic	/laɪˈsɝdʒik/	/laɪˈsɜːdʒɪk/
maar	/mɑːɹ/	/mɑː/
Macarena	/ˌmɑkəˈɹeɪnə/	/ˌmækəˈɹaɪnə/
macaw	/məˈkɑː/	/məˈkɔː/
macerator	/ˈmæsəˌɹeɪtɚ/	/ˈmæsəˌɹeɪtə/
MacGuffin	/məˈɡʌf.ɪn/	/məˈɡʌf.ɪn/
machine elf	/məˈʃiːn ɛlf/	/məˈʃiːn ɛlf/
macrogametophyte	/ˌmækɹoʊɡəˈmitəˌfaɪt/	/ˌmækɹəʊɡəˈmiːtə(ʊ)faɪt/
macron	/ˈmeɪkɹɑn/	/ˈmækɹɒn/
macrophyte	/ˈmækɹəˌfaɪt/	/ˈmakɹə(ʊ)fʌɪt/
mad as a hatter	/ˌmæd æz ə ˈhætɚ/	/ˌmæd æz ə ˈhætə/
madge	/mædʒ/	/mædʒ/
madge	/mædʒ/	/mædʒ/
magazine	/mæɡəˈzin/	/mæɡəˈziːn/
Magna Carta	/ˌmæɡ.nə ˈkɑːɹ.tə/	/ˌmæɡ.nə ˈkɑː.tə/
Magna Charta	/ˌmæɡnə ˈkɑːɹtə/	/ˌmæɡnə ˈkɑːtə/
magnality	/mæɡˈnælɪti/	/mæɡˈnælɪti/
magnanimous	/mæɡˈnæn.ɪ.məs/	/mæɡˈnæn.ɪ.məs/
magnum opus	/ˌmæɡnəm ˈoʊpəs/	/ˌmæɡnəm ˈəʊpəs/
main	/meɪn/	/meɪn/
maître d'	/ˌmeɪtɚ ˈdi/	/ˌmeɪtɹə ˈdiː/
majority	/məˈd͡ʒɑɹɪti/	/məd͡ʒɒɹɪti/
major	/ˈmeɪ.dʒɚ/	/ˈmeɪ.dʒə(ɹ)/
Majuro	/ˈmædʒəɹoʊ/	/ˈmædʒəɹəʊ/
make a big thing out of	/ˈmeɪk ə ˈbɪɡ ˈθɪŋ aʊt əv/	/ˈmeɪk ə ˈbɪɡ ˈθɪŋ aʊt əv/
Makepeace	/meɪkpis/	/meɪkpiːs/
mako	/ˈmɑkoʊ/	/ˈmɑːkəʊ/
malapert	/ˈmæləpɚt/	/ˈmæləpəːt/
Malapert	/ˈmæləpɚt/	/ˈmaləpəːt/
malapropism	/ˈmæləpɹɑːpɪzəm/	/ˈmæləpɹɒpɪzəm/
malarkey	/məˈlɑɹ.ki/	/məˈlɑː.ki/
malcontent	/ˈmæl.kənˌtɛnt/	/ˈmal.kən.tɛnt/
maleficent	/məˈlɛf.ɪ.sənt/	/məˈlɛf.ɪ.sənt/
malfunction	/ˌmælˈfʌŋk.ʃən/	/ˌmælˈfʌŋk.ʃən/
mali	/ˈmæli/	/ˈmɑːli/
malinger	/məˈlɪŋɡɚ/	/məˈlɪŋɡə/
mallee	/ˈmæli/	/ˈmali/
malodorous	/ˌmælˈoʊ.də.ɹəs/	/ˌmælˈəʊ.də.ɹəs/
mamma mia	/ˌmɑmə ˈmiə/	/ˌmʌmə ˈmiːə/
Mammon	/ˈmæmən/	/ˈmamən/
managed	/ˈmænɪdʒd/	/ˈmænɪdʒd/
mana	/ˈmɑ.nə/	/ˈmɑː.nə/
Mancunian	/mænˈkju.ni.ən/	/manˈkjuː.nɪ.ən/
Mandalay	/ˌmæn.dəˈleɪ/	/ˌmæn.dəˈleɪ/
Mandarin	/ˈmæn.də.ɹɪn/	/ˈmæn.də.ɹɪn/
mandilion	/mænˈdɪli.ən/	/mɑnˈdɪlɪən/
man down	/ˈmæn ˌdaʊn/	/ˈmæn ˌdaʊn/
mandylion	/mænˈdɪli.ən/	/mɑnˈdɪlɪən/
maneuver	/məˈnuːvɚ/	/məˈnuːvə/
manganese	/ˈmæŋɡəniz/	/ˈmæŋɡəniːz/
mangrove	/ˈmæŋɡɹoʊv/	/ˈmæŋɡɹəʊv/
manifold	/ˈmænɪˌfoʊld/	/ˈmænɪˌfəʊld/
man	/mæn/	/mæn/
man-marking	/ˈmænˌmɑɹkiŋ/	/ˈmænˌmɑːkɪŋ/
man-mark	/ˈmænmɑɹk/	/ˈmænmɑːk/
manner	/ˈmænɚ/	/ˈmænə/
Männlein	/ˈmænlaɪn/	/ˈmænlaɪn/
manometer	/məˈnɑmədəɹ/	/məˈnɒmɪtə/
manometer	/məˈnɑmɪtɚ/	/məˈnɒmɪtə/
mansplain	/ˌmænˈspleɪn/	/manˈspleɪn/
mantelletta	/ˌmæn(t)əˈlɛtə/	/mantəˈlɛtə/
mantilla	/mænˈti(j)ə/	/manˈtɪlə/
mantra	/ˈmɑn.tɹə/	/ˈmæn.tɹə/
manure	/məˈn(j)ʊɹ/	/məˈnjʊə/
manurial	/mə.ˈnʌɹ.i.əl/	/mə.ˈnjʊəɹ.ɪ.əl/
map	/mæp/	/mæp/
Marcel	/mɑɹˈsɛl/	/mɑːˈsɛl/
marched	/mɑɹtʃt/	/mɑːtʃt/
marchpane	/ˈmɑɹtʃpeɪn/	/ˈmɑːtʃpeɪn/
marc	/mɑɹk/	/mɑːk/
Marcus	/ˈmɑɹkəs/	/ˈmɑːkəs/
mare	/mɛəɹ/	/mɛə/
mare	/ˈmɛ(ə)ɹ/	/mɛə/
margarine	/ˈmɑɹ.dʒə.ɹɪn/	/ˈmɑː.dʒə.ɹɪn/
marginalia	/mɑɹdʒɪˈneɪli.ə/	/mɑːdʒɪˈneɪli.ə/
marginally	/ˈmɑɹdʒɪnəli/	/ˈmɑːdʒɪnəli/
marijuana	/ˌmɛɹɪˈwɑ.nə/	/ˌmæɹɪˈwɑː.nə/
marks	/mɑɹks/	/mɑːks/
marl	/mɑɹl/	/mɑːl/
marmalade	/ˈmɑɹ.mə.leɪd/	/ˈmɑː.mə.leɪd/
marmite	/ˈmɑɹˌmaɪt/	/ˈmɑːˌmaɪt/
marocain	/ˌmɑɹəˈkeɪn/	/ˌmæɹəˈkeɪn/
Marocain	/ˌmɑɹəˈkeɪn/	/ˌmæɹəˈkeɪn/
marquess	/ˈmɑɹ.kwɪs/	/ˈmɑː.kwɪs/
marquis	/mɑɹ.ˈki/	/ˈmɑː.kwɪs/
marquis	/mɑɹ.ˈkiz/	/ˈmɑː.kwɪs/
marrow	/ˈmæɹoʊ/	/ˈmæɹəʊ/
marshal	/ˈmɑɹʃəl/	/ˈmɑːʃəl/
marsupial	/mɑɹˈsupi.əl/	/mɑːˈsuːpi.əl/
martial	/ˈmɑɹʃəl/	/ˈmɑːʃəl/
Martian	/ˈmɑɹʃən/	/ˈmɑːʃən/
martin	/ˈmɑɹ.tɪn/	/ˈmɑː.tɪn/
martyr	/ˈmɑɹ.tɚ/	/ˈmɑːtə(ɹ)/
marvel	/ˈmɑɹvl̩/	/ˈmɑːvl̩/
Marvin	/ˈmɑɹ.vɪn/	/ˈmɑː.vɪn/
marzipan	/ˈmɑɹzəpæn/	/ˌmɑːzɪˈpæn/
masculine	/ˈmæskjulɪn/	/ˈmæskjʊlɪn/
masjid	/mæsdʒɪd/	/mʌsdʒɪd/
mask	/mæsk/	/mɑːsk/
masque	/mæsk/	/mɑːsk/
massasauga	/ˌmæsəˈsɔɡə/	/ˌmasəˈsɔːɡə/
masterfully	/ˈmæstɚfʊli/	/ˈmɑːstəfʊli/
master	/ˈmæstɚ/	/ˈmɑːstə/
masterpiece	/ˈmæstɚˌpis/	/ˈmɑːstəˌpiːs/
masters	/ˈmæs.tɚz/	/ˈmɑːs.təz/
mast	/mæst/	/mɑːst/
masturbate	/ˈmæstɚbeɪt/	/ˈmæstəbeɪt/
matchy-matchy	/ˈmætʃi ˌmætʃi/	/ˈmatʃi ˌmatʃi/
material	/məˈtɪɹi.əl/	/məˈtɪəɹɪəl/
materials	/məˈtɪɹi.əlz/	/məˈtɪəɹɪəlz/
mater	/ˈmeɪtɚ/	/ˈmeɪtə/
mathematical	/ˌmæθəˈmætɪkəl/	/ˌmæθəˈmætɪkəl/
math	/mæθ/	/mɑːθ/
matrilocal	/ˌmæ.tɹɪˈloʊ.kəl/	/ˌmæ.tɹɪˈləʊ.kəl/
matrimony	/ˈmætɹɪmoʊni/	/ˈmatɹɪməni/
matronym	/ˈmætɹoʊnɪm/	/ˈmætɹəʊnɪm/
matsuri	/mætˈsʊɹi/	/mætˈsuːɹi/
matter	/ˈmætɚ/	/ˈmætə/
matter-of-factly	/ˈmætəɹ əv ˈfækt.li/	/ˈmætəɹ əv ˈfækt.li/
matters	/ˈmætɚz/	/ˈmætəz/
maturity	/məˈtʊəɹəti/	/məˈt͡ʃʊəɹəti/
maunder	/ˈmɔndɚ/	/ˈmɔːndə/
Mauretania Caesariensis	/ˌmɔɹɪˈteɪniə siˌzɑɹiˈɛnzɪs/	/ˌmɔːɹɪˈteɪnɪə sɪˌzɑːɹɪˈɛnsɪs/
Maurice	/məˈɹis/	/məˈɹiːs/
maverick	/ˈmævəɹik/	/ˈmævəɹɪk/
mavourneen	/məˈvʊɹniːn/	/məˈvʊəniːn/
mayor	/ˈmeɪ.ɚ/	/ˈmɛə̯/
McConaughey	/məkˈkɑnəheɪ̯/	/məkˈkɒnəheɪ̯/
meadery	/ˈmidəɹi/	/ˈmiːdəɹi/
meager	/ˈmiɡɚ/	/ˈmiːɡə/
mear	/mɪ(ɹ)/	/mɪə(ɹ)/
measly	/ˈmizli/	/ˈmiːzli/
measured	/ˈmɛʒɚd/	/ˈmɛʒəd/
measured	/ˈmeɪʒɚd/	/ˈmɛʒəd/
measurement	/ˈmeʒ.ɚ.mənt/	/ˈmeʒ.ə.mənt/
measure	/ˈmɛʒɚ/	/ˈmɛʒə/
measure	/ˈmeɪʒɚ/	/ˈmɛʒə/
measures	/ˈmɛʒɚz/	/ˈmɛʒəz/
meatloaf	/ˈmitloʊf/	/ˈmiːtləʊf/
medicaster	/ˈmɛdəˌkæstɚ/	/ˈmɛdɪkastə/
medieval	/mɪd.ˈi.vəl/	/ˌmɛd.i.ˈiː.vəl/
Mediterranean	/ˌmɛdɪtəˈɹeɪnɪən/	/ˌmɛdɪtəˈɹeɪnɪən/
meek	/mik/	/miːk/
meet cute	/ˈmit ˌkjuːt/	/ˈmiːt ˌkjuːt/
meet	/mit/	/miːt/
meet one's Waterloo	/ˈmit wʌnz ˌwɑtɚˈluː/	/ˈmiːt wʌnz ˌwɔːtə(ɹ)ˈluː/
megagametophyte	/ˌmɛɡəɡəˈmitəˌfaɪt/	/ˌmɛɡəɡəˈmiːtə(ʊ)faɪt/
megapolitan	/mɛɡəˈpɑlɪtən/	/mɛɡəˈpɒlɪtən/
Megapolitan	/mɛɡəˈpɑlɪtən/	/mɛɡəˈpɒlɪtən/
-meister	/ˈmaɪstɚ/	/ˈmaɪstə/
Melanesia	/ˌmɛl.əˈni.ʒə/	/ˌmɛl.əˈniː.zi.ə/
melissa	/məˈlɪsə/	/məˈlɪsə/
mellow	/ˈmɛloʊ/	/ˈmɛləʊ/
melodramata	/ˈmɛləˌdɹɑmətə/	/ˈmɛləʊdɹɑːmətə/
melody	/ˈmɛl.ə.di/	/ˈmel.ə.di/
melomaniac	/ˌmɛlə(ʊ)ˈmeɪnɪak/	/ˌmɛlə(ʊ)ˈmeɪnɪak/
members	/ˈmɛmbɚz/	/ˈmɛmbəz/
membraneous	/mɛmˈbɹeɪ.ni.əs/	/mɛmˈbɹeɪ.nɪ.əs/
memory lane	/ˈmɛm(ə)ɹi ˌleɪn/	/ˈmɛm(ə)ɹi ˌleɪn/
mendacity	/mɛnˈdæsəti/	/mɛnˈdæsəti/
menstruate	/ˌmɛnstɹuˈeɪt/	/ˈmɛnstɹʊeɪt/
menstruation	/ˌmɛnstɹuˈeɪʃ(ə)n/	/ˌmɛnstɹʊˈeɪʃn/
mentor	/ˈmɛn.tɔɹ/	/ˈmɛn.tɔː/
mercenary	/ˈmɝsəˌnɛɹi/	/ˈmɜː.sə.nə.ɹi/
merchandise	/ˈmɝtʃənˌdaɪs/	/ˈmɜːtʃənˌdaɪs/
merchandise	/ˈmɝtʃənˌdaɪs/	/ˈmɜːtʃənˌdaɪz/
merchandise	/ˈmɝtʃənˌdaɪz/	/ˈmɜːtʃənˌdaɪs/
merchandise	/ˈmɝtʃənˌdaɪz/	/ˈmɜːtʃənˌdaɪz/
merchant	/ˈmɝtʃənt/	/ˈmɜːtʃənt/
merchants	/ˈmɝtʃənts/	/ˈmɜːtʃənts/
merch	/mɝtʃ/	/mɜːtʃ/
merciless	/ˈmɝsɪlɛs/	/ˈmɜːsɪləs/
mercy	/ˈmɝsi/	/ˈmɜːsi/
mere	/mɪɚ/	/mɪə/
merger	/ˈmɝdʒɚ/	/ˈmɜːdʒə/
Mergui	/mɚˈɡwi/	/məˈɡwiː/
meriter	/ˈmɛɹɪtɚ/	/ˈmɛɹɪtə/
merlette	/mɚˈlɛt/	/məːˈlɛt/
merlion	/ˈmɚˌlaɪən/	/ˈməːˌlʌɪən/
merlion	/ˈmɚˌlaɪən/	/ˈməːlɪ.ən/
merlion	/ˈmɚˌlɪ.ən/	/ˈməːˌlʌɪən/
merlion	/ˈmɚˌlɪ.ən/	/ˈməːlɪ.ən/
merlot	/mɝˈloʊ/	/mɜːˈləʊ/
-merous	/-məɹəs/	/-məɹəs/
merry	/ˈmɛɹi/	/ˈmɛɹi/
Mersey	/ˈmɚzi/	/ˈməːzi/
Mervyn	/ˈmɝ.vɪn/	/ˈmɜː.vɪn/
mesomorph	/ˈmɛzoʊmɔːɹf/	/ˈmɛsəʊmɔːf/
mesophyte	/ˈmɛzəˌfaɪt/	/ˈmɛsə(ʊ)fʌɪt/
meta	/ˈmɛtə/	/ˈmɛtə/
metamorphose	/ˌmɛɾəˈmɔɹˌfoʊz/	/ˌmɛtəˈmɔːˌfəʊz/
metamorphosis	/ˌmɛɾəˈmɔɹfəsɪs/	/ˌmɛtəˈmɔːfəsɪs/
metaphorical	/ˌmɛtəˈfɔːɹɪkəl/	/ˌmɛtəˈfɒɹɪkəl/
metaphyte	/ˈmɛdəˌfaɪt/	/ˈmɛtəfʌɪt/
meteorite	/ˈmi.ti.əˌɹaɪt/	/ˈmiː.tɪ.ə.ɹaɪt/
meteorological	/ˌmitiəɹəˈlɑd͡ʒɪkl̩/	/ˌmiːtɪəɹəˈlɒd͡ʒɪkl̩/
meteorwrong	/ˈmi.ti.əˌɹɑŋ/	/ˈmiː.tɪ.ə.ɹɒŋ/
meter	/ˈmitəɹ/	/ˈmiːtə/
methane	/ˈmɛθeɪn/	/ˈmiːθeɪn/
mether	/ˈmɛðɚ/	/ˈmɛðə/
methodology	/ˌmɜθəˈdɑlədʒi/	/meθəˈdɒlədʒi/
methyl	/ˈmɛθəl/	/ˈmɛθaɪl/
metic	/ˈmɛtək/	/ˈmɛtɪk/
metopomancy	/mɪˈtɑpəmænsi/	/mɪˈtɒpəmænsi/
metro	/ˈmɛtɹoʊ/	/ˈmɛtɹəʊ/
metronome	/ˈmɛtɹəˌnoʊm/	/ˈmɛtɹəˌnəʊm/
metronym	/ˈmɛtɹoʊnɪm/	/ˈmɛtɹəʊnɪm/
mew	/mju/	/mjuː/
mezzo	/ˈmɛtsoʊ/	/ˈmɛtsəʊ/
miasma	/maɪˈæzmə/	/miˈæzmə/
Michaelmas	/ˈmɪkəlməs/	/ˈmɪkəlməs/
Michaelmas term	/ˈmɪk(ə)lməs tɝm/	/ˈmɪk(ə)lməs tɜːm/
mickle	/ˈmɪkəl/	/ˈmɪk(ə)l/
microcosm	/ˈmaɪ.kɹoʊˌkɑzəm/	/ˈmaɪ.kɹə(ʊ)ˌkɒzəm/
microfilter	/ˈmaɪkɹoʊˌfɪltɚ/	/ˈmaɪkɹəʊˌfɪltə/
microgametophyte	/ˈˌmaɪkɹoʊɡəˈmidəˌfaɪt/	/ˌmʌɪkɹə(ʊ)ɡaˈmiːtə(ʊ)fʌɪt/
microorganism	/ˌmaɪ.kɹoʊˈɔːɹ.ɡən.ɪ.zəm̩/	/ˌmaɪ.kɹəʊˈɔː.ɡən.ɪ.zəm̩/
micropaedic	/ˌmaɪkɹəˈpidik/	/ˌmʌɪkɹə(ʊ)ˈpiːdɪk/
microphyte	/ˈmaɪkɹoʊˌfaɪt/	/ˈmʌɪkɹə(ʊ)fʌɪt/
micropyle	/ˈmaɪ.kɹoʊˌpaɪl/	/ˈmaɪ.kɹəʊˌpaɪl/
microsome	/ˈmaɪk.ɹə.soʊm/	/ˈmaɪk.ɹə.səʊm/
middelmannetjie	/ˈmɪd(ə)lˌmænəki/	/ˈmɪd(ə)lˌmanəki/
middling	/ˈmɪd(ə)lɪŋ/	/ˈmɪdlɪŋ/
middlings	/ˈmɪd(ə)lɪŋs/	/ˈmɪdlɪŋs/
midnight	/ˈmɪdˌnaɪt/	/ˈmɪdnʌɪt/
midnight sun	/ˈmɪdˌnaɪt sʌn/	/ˈmɪdnʌɪt sʌn/
mignonette	/ˌminjəˈnɛt/	/ˌmɪnjəˈnɛt/
migraine	/ˈmaɪɡɹeɪn/	/ˈmaɪɡɹeɪn/
milch	/mɪltʃ/	/mɪltʃ/
milky	/ˈmɪlki/	/ˈmɪlki/
millenarianism	/mɪlɪˈnɛɹiənɪzəm/	/mɪlɪˈnɛəɹɪənɪzəm/
millet	/ˈmɪlɪt/	/ˈmɪlɪt/
millstone	/ˈmɪlˌstoʊn/	/ˈmɪlstəʊn/
milquetoast	/ˈmɪlktoʊst/	/ˈmɪlktəʊst/
mimiamb	/ˈmɪmiˌæm(b)/	/ˈmɪmɪam(b)/
minaudière	/ˌminoʊˈdjɝ/	/ˌmɪnəʊˈdjɛː/
mind-boggling	/ˈmaɪndˌbɑɡlɪŋ/	/ˈmaɪndˌbɒɡ(ə)lɪŋ/
mineralogy	/ˌmɪnəˈɹɑlədʒi/	/ˌmɪnəˈɹɒlədʒi/
miniver	/ˈmɪnɪvɚ/	/ˈmɪnɪvə/
mink	/mɪŋk/	/mɪŋk/
minority	/maɪˈnɔɹ.ɪ.ti/	/maɪˈnɒɹ.ɪ.ti/
minster	/ˈmɪnstɚ/	/ˈmɪnstə/
minuscule	/ˈmɪ.nəˌskjul/	/ˈmɪ.nəˌskjuːl/
mirative	/ˈmɪɹətɪv/	/ˈmɪɹətɪv/
mirror	/ˈmiɹ.ɚ/	/ˈmɪɹ.ə/
mirth	/mɜɹθ/	/mɜːθ/
misbegotten	/ˌmɪsbɪˈɡɑtn̩/	/ˌmɪsbɪˈɡɒtn̩/
misbehavior	/ˌmɪsbəˈheɪvjɚ/	/ˌmɪsbəˈheɪvjə/
misbehaviour	/ˌmɪsbəˈheɪvjɚ/	/ˌmɪsbəˈheɪvjə/
misbeliever	/mɪsbɪˈlivɚ/	/mɪsbɪˈliːvə/
misery	/ˈmɪz(ə)ɹi/	/ˈmɪz(ə)ɹɪ/
misfortune	/mɪsˈfɔɹtʃən/	/mɪsˈfɔːtʃuːn/
misgender	/mɪsˈdʒɛndɚ/	/mɪsˈdʒɛndə/
misnomer	/mɪsˈnoʊmɚ/	/mɪsˈnəʊmə/
miso	/ˈmisoʊ/	/ˈmiːsəʊ/
misremember	/mɪsɹɪˈmɛmbɚ/	/mɪsɹɪˈmɛmbə/
missing in action	/ˈmɪsɪŋ ɪn ˈækʃən/	/ˈmɪsɪŋ ɪn ˈækʃən/
mission	/ˈmɪʃ(ə)n/	/ˈmɪʃ(ə)n/
mistletoe	/ˈmɪsəlˌtoʊ/	/ˈmɪs(ə)ltəʊ/
misunderstood	/ˌmɪsʌndɚˈstʊd/	/ˌmɪsʌndəˈstʊd/
mite	/maɪt/	/maɪt/
mitten	/ˈmɪtn̩/	/ˈmɪtn̩/
mixture	/ˈmɪkstʃɚ/	/ˈmɪkstʃə/
mnemonic	/nəˈmɑːnɪk/	/nəˈmɔ.nɪk/
moan	/moʊn/	/məʊn/
mobile	/ˈmoʊbəl/	/ˈməʊbaɪl/
mobile	/ˈmoʊbil/	/ˈməʊbaɪl/
Mobile	/moʊˈbiːl/	/məʊˈbiːl/
mobility	/moʊˈbɪlɪti/	/mə(ʊ)ˈbɪlɪti/
moccasin	/ˈmɑkəsɪn/	/ˈmɒkəsɪn/
modem	/ˈmoʊdəm/	/ˈməʊdəm/
mode	/moʊd/	/məʊd/
modernization	/ˌmɑdɚnɪˈzeɪʃn̩/	/ˌmɒdənɪˈzeɪʃn̩/
modernize	/ˈmɑdɚnaɪz/	/ˈmɒdənaɪz/
modern	/ˈmɑdɚn/	/ˈmɒd(ə)n/
modification	/ˌmɑdɪfɪˈkeɪʃən/	/ˌmɒdɪfɪˈkeɪʃən/
modified	/ˈmɑdɪfaɪd/	/ˈmɒdɪfaɪd/
modifier	/ˈmɑdɪfaɪɚ/	/ˈmɒdɪfaɪə/
modify	/ˈmɑdɪfaɪ/	/ˈmɒdɪfaɪ/
mod	/mɑd/	/mɒd/
module	/ˈmɑdʒuːl/	/ˈmɒdjuːl/
moiety	/ˈmɔɪ.ə.ti/	/ˈmɔɪ.ə.ti/
mojo	/ˈmoʊdʒoʊ/	/ˈməʊdʒəʊ/
molasses	məˈlæ.sɨz	məˈlæ.sɪz
molecule	/ˈmɑləkjul/	/ˈmɒləkjuːl/
molester	/məˈlɛstə(ɹ)/	/məˈlɛstɚ/
mollie	/ˈmɑli/	/ˈmɒlɪ/
mollusc	/ˈmɑləsk/	/ˈmɒləsk/
Molly	/ˈmɑ.li/	/ˈmɒ.li/
molten	/ˈmoʊltən/	/ˈməʊltən/
moly cow	/ˈmoʊli kaʊ̯/	/ˈməʊli kaʊ̯/
moment	/ˈmoʊmənt/	/ˈməʊmənt/
moments	/ˈmoʊmənts/	/ˈməʊmənts/
mom	/mɑm/	/mɒm/
moms	mɑmz	/mɒmz/
monastery	/ˈmɑnəstɛɹi/	/ˈmɒnəstɹi/
Mongol	/ˈmɑŋɡəl/	/ˈmɒŋɡəl/
mongrel	/ˈmɑŋ.ɡɹəl/	/ˈmʌŋ.ɡɹəl/
monimolimnion	/ˌmɑ.ni.məˈlim.ni.ən/	/ˌmɒ.nɪ.mə(ʊ)ˈlɪm.nɪ.ən/
monoester	/ˈmɑnoʊˌɛstɚ/	/ˌmɒnəʊˈɛstə/
monomaniac	/ˌmɑnoʊˈmeɪnɪæk/	/ˌmɒnəʊˈmeɪnɪæk/
monomania	/ˌmɑnoʊˈmeɪni.ə/	/ˌmɒnəʊˈmeɪnɪə/
monoousian	/ˌmɑnoʊˈuzi.ən/	/ˌmɒnəʊˈuːzɪən/
monopoly	/məˈnɑpəˌli/	/məˈnɒpəˌli/
monotonous	/məˈnɑtənəs/	/məˈnɒtənəs/
monotony	/məˈnɑtəni/	/məˈnɒtəni/
monster	/ˈmɑnstɚ/	/ˈmɒnstə(ɹ)/
montage	/mɒnˈtɑʒ/	/mɒnˈtɑːʒ/
Montezuma's revenge	/mɑntəˈzuməs ɹɪˈvɛndʒ/	/mɒntəˈzuːməs ɹɪˈvɛndʒ/
months	/mʌnθs/	/mʌnθs/
moon shot	/ˈmuːn ʃɑt/	/ˈmuːn ʃɒt/
moonsickle	/ˈmuːnˌsɪkl̩/	/ˈmuːnˌsɪkl̩/
mop	/mɑp/	/mɒp/
mopper	/ˈmɒpəɹ/	/ˈmɒpə/
moraine	/məˈɹeɪn/	/məˈɹeɪn/
morale	/məˈɹæl/	/məˈɹɑːl/
moral	/ˈmɔɹəl/	/ˈmɒɹəl/
more	/ˈmɔɹ/	/ˈmɔː/
moreover	/mɔɹˈoʊvɚ/	/mɔːɹˈəʊvə/
moribund	/ˈmɔːɹɪbʌnd/	/ˈmɔːɹɪbʌnd/
Mormon	/ˈmɔɹmən/	/ˈmɔːmən/
morning	/ˈmɔɹnɪŋ/	/ˈmɔːnɪŋ/
morose	/mɒˈɹoʊs/	/məˈɹəʊs/
Moscow	/ˈmɑskaʊ/	/ˈmɒskəʊ/
mosque	/mɑsk/	/mɒsk/
mosquito	/məˈski.toʊ/	/mɒsˈkiː.təʊ/
mossy	/ˈmɑːsi/	/ˈmɒsi/
mostly	/ˈmoʊstli/	/ˈməʊstli/
most	/ˈmoʊst/	/ˈməʊst/
mote	/moʊt/	/məʊt/
motherfucker	/ˈmʌðɚˌfʌkɚ/	/ˈmʌðəˌfʌkə/
motherhood	/ˈmʌðɚˌhʊd/	/ˈmʌðəhʊd/
motherhood statement	/ˈmʌðɚˌhʊd ˈsteɪtmənt/	/ˈmʌðəhʊd ˈsteɪtm(ə)nt/
mother	/ˈmʌðɚ/	/ˈmʌðə(ɹ)/
mothers	/ˈmʌðɚz/	/ˈmʌðəz/
moth	/moʊt/	/məʊt/
moth	/moʊt/	/mɒθ/
moth	/moʊt/	/mɒθs/
moth	/mɔθ/	/məʊt/
moth	/mɔθ/	/mɒθ/
moth	/mɔθ/	/mɒθs/
moth	/mɔθs/	/məʊt/
moth	/mɔθs/	/mɒθ/
moth	/mɔθs/	/mɒθs/
moths	/mɔθs/	/mɒθs/
motionless	/ˈmoʊʃənlɛs/	/ˈməʊʃənlɛs/
motive	/ˈmoʊtɪv/	/ˈməʊtɪv/
motives	/ˈmoʊtɪvz/	/ˈməʊtɪvz/
motlopi	/moʊˈtloʊpi/	/məʊˈtləʊpi/
motorcycle	/ˈmoʊtɚˌsaɪkəl/	/ˈməʊtəˌsaikəl/
motor	/ˈmoʊt̬ɚ/	/ˈməʊtə/
mouflon	/ˈmuːf.lɑːn/	/ˈmuːf.lɒn/
Moulmein	/moʊlˈmeɪn/	/məʊlˈmeɪn/
moult	/moʊlt/	/məʊlt/
mountain	/ˈmaʊntən/	/ˈmaʊntɪn/
mourning	/ˈmɔɹnɪŋ/	/ˈmɔːnɪŋ/
mourn	/mɔɹn/	/mɔːn/
mouse	/maʊs/	/maʊs/
moustache	/ˈmʌstæʃ/	/məˈstɑːʃ/
mouthbrooder	/ˈmaʊθˌbɹudɚ/	/ˈmaʊθbɹuːdə/
move the goalposts	/ˈmuːv ðə ˈɡoʊlpoʊst/	/ˈmuːv ðə ˈɡəʊlpəʊsts/
mown	/moʊn/	/məʊn/
muckender	/ˈmʌk.ɪn.dɚ/	/ˈmʌk.ɪn.də/
Mueller	/ˈmʌlɚ/	/ˈmʌlə/
mujaddara	/muˈdʒɑdəɹə/	/muːˈdʒædəɹə/
mule	/mjuːl/	/mjuːl/
muliebrity	/ˌmjuliˈɛbɹəti/	/ˌmjuːlɪˈɛbɹɪti/
muller	/ˈmʌlɚ/	/ˈmʌlə/
multicolored	/ˈmʌltɪˌkʌlɚd/	/ˈmʌltɪˌkʌləd/
multicore	/ˌmʌltiˈkɔɹ/	/ˈmʌltɪ(ˌ)kɔː/
mummiform	/ˈmʌmɪfɔɹm/	/ˈmʌmɪfɔːm/
mummy brown	/ˌmʌmi ˈbɹaʊn/	/ˌmʌmi ˈbɹaʊn/
munchkin	/ˈmʌntʃkɪn/	/ˈmʌnʃkɪn/
mundialization	/ˌmɑn.di.ə.ləˈzeɪ.ʃ(ə)n/	/ˌmɒn.dɪ.ə.lʌɪˈzeɪ.ʃn̩/
